,Make,Vehicle_type,Engine_size_L,Cylinders,Transmission,Fuel_type,Fuel_consumption_city_L_per_100km,Fuel_consumption_hwy_L_per_100km,Fuel_consumption_comb_L_per_100km,Fuel_consumption_comb_mpg,CO2_emissions_g_per_km
1356,chevrolet,mid_size,1.4,4,M6,gasoline,8.9,6.9,8.0,35,184
1357,chevrolet,subcompact,1.2,4,AV,gasoline,7.7,6.1,7.0,40,161
1358,chevrolet,subcompact,1.2,4,M5,gasoline,7.5,6.0,6.8,42,156
1359,chevrolet,suv_standard,5.3,8,A6,gasoline,14.9,10.1,12.7,22,292
1360,chevrolet,suv_standard,5.3,8,A6,ethanol,20.2,13.6,17.2,16,275
1361,chevrolet,suv_standard,5.3,8,A6,gasoline,15.4,10.8,13.3,21,306
1362,chevrolet,suv_standard,5.3,8,A6,ethanol,22.1,15.4,19.1,15,306
1365,chevrolet,suv_standard,5.3,8,A6,gasoline,15.1,10.4,13.0,22,299
1366,chevrolet,suv_standard,5.3,8,A6,ethanol,20.5,14.0,17.6,16,282
1367,chevrolet,suv_standard,3.6,6,A6,gasoline,14.2,9.9,12.3,23,283
1369,chevrolet,suv_small,1.4,4,AS6,gasoline,9.2,7.0,8.2,34,189
1370,chevrolet,suv_small,1.4,4,M6,gasoline,9.1,6.9,8.1,35,186
1371,chevrolet,suv_small,1.4,4,AS6,gasoline,9.7,7.6,8.7,32,200
1372,chrysler,mid_size,2.4,4,A9,gasoline,10.2,6.4,8.5,33,196
1374,chrysler,mid_size,2.4,4,A9,ethanol,13.6,8.5,11.3,25,181
1375,chrysler,mid_size,3.6,6,A9,gasoline,12.4,7.5,10.2,28,235
1377,chrysler,mid_size,3.6,6,A9,ethanol,16.5,10.1,13.6,21,218
1378,chrysler,mid_size,3.6,6,A9,gasoline,12.8,8.1,10.7,26,246
1380,chrysler,mid_size,3.6,6,A9,ethanol,16.9,10.8,14.1,20,226
1384,chrysler,full_size,5.7,8,A8,gasoline,14.8,9.3,12.3,23,283
1390,dodge,mid_size,3.6,6,A8,gasoline,12.4,7.8,10.3,27,237
1393,dodge,mid_size,5.7,8,A8,gasoline,14.8,9.3,12.3,23,283
1394,dodge,mid_size,6.4,8,A8,electricity,15.7,9.5,12.9,22,297
1397,dodge,mid_size,6.2,8,A8,electricity,18.0,10.7,14.7,19,338
1398,dodge,mid_size,6.2,8,M6,electricity,18.1,11.4,15.1,19,347
1399,dodge,full_size,3.6,6,A5,gasoline,13.7,8.9,11.5,25,264
1401,dodge,full_size,3.6,6,A5,ethanol,18.7,12.4,15.9,18,254
1405,dodge,full_size,5.7,8,A5,gasoline,15.7,9.6,12.9,22,297
1406,dodge,full_size,5.7,8,A8,gasoline,14.8,9.3,12.3,23,283
1411,dodge,full_size,6.4,8,A8,electricity,15.7,9.5,12.9,22,297
1412,dodge,full_size,6.2,8,A8,electricity,18.0,10.7,14.7,19,338
1415,dodge,mid_size,2.0,4,A6,ethanol,13.3,9.3,11.5,25,184
1424,dodge,suv_standard,5.7,8,A8,gasoline,17.3,11.5,14.7,19,338
1426,dodge,minivan,3.6,6,A6,ethanol,19.2,13.1,16.4,17,262
1428,dodge,suv_small,3.6,6,A6,gasoline,14.2,9.4,12.1,23,278
1431,dodge,two_seater,8.4,10,M6,electricity,19.4,11.3,15.8,18,363
1436,fiat,minicompact,1.4,4,A6,gasoline,9.6,7.3,8.6,33,198
1442,fiat,stationwagon_small,1.4,4,A6,gasoline,10.6,7.8,9.4,30,216
1443,fiat,stationwagon_small,1.4,4,AM6,gasoline,9.9,7.2,8.7,32,200
1444,fiat,stationwagon_small,1.4,4,M6,gasoline,9.3,7.1,8.3,34,191
1446,ford,suv_small,2.0,4,AS6,gasoline,11.5,7.8,9.8,29,225
1447,ford,suv_small,2.0,4,AS6,gasoline,11.3,7.9,9.8,29,225
1448,ford,suv_small,3.5,6,AS6,gasoline,13.2,9.0,11.3,25,260
1449,ford,suv_small,2.0,4,AS6,gasoline,11.8,8.4,10.3,27,237
1450,ford,suv_small,3.5,6,AS6,gasoline,13.7,9.6,11.8,24,271
1451,ford,suv_small,2.7,6,AS6,gasoline,13.6,9.8,11.9,24,274
1452,ford,suv_small,1.6,4,AS6,gasoline,10.4,7.4,9.0,31,207
1454,ford,suv_small,2.5,4,AS6,gasoline,10.9,7.6,9.5,30,218
1455,ford,suv_small,1.6,4,AS6,gasoline,10.6,8.0,9.4,30,216
1456,ford,suv_small,2.0,4,AS6,gasoline,11.4,8.4,10.1,28,232
1457,ford,suv_standard,3.5,6,AS6,gasoline,16.2,11.8,14.2,20,327
1458,ford,suv_standard,3.5,6,AS6,gasoline,16.4,12.0,14.4,20,331
1459,ford,suv_standard,2.0,4,A6,gasoline,11.9,8.5,10.4,27,239
1461,ford,suv_standard,3.5,6,AS6,ethanol,18.6,13.0,16.1,18,258
1462,ford,suv_standard,3.5,6,AS6,gasoline,14.9,10.7,13.0,22,299
1463,ford,suv_standard,3.5,6,AS6,gasoline,14.2,10.3,12.5,23,288
1464,ford,suv_standard,3.5,6,AS6,ethanol,19.2,14.1,16.9,17,270
1465,ford,pickuptruck_standard,2.7,6,AS6,gasoline,12.2,9.2,10.8,26,248
1466,ford,pickuptruck_standard,3.5,6,AS6,gasoline,13.7,9.9,12.0,24,276
1467,ford,pickuptruck_standard,3.5,6,A6,gasoline,13.2,9.6,11.5,25,264
1468,ford,pickuptruck_standard,3.5,6,A6,ethanol,17.9,13.0,15.7,18,251
1469,ford,pickuptruck_standard,5.0,8,AS6,gasoline,15.5,10.6,13.3,21,306
1470,ford,pickuptruck_standard,5.0,8,AS6,ethanol,20.7,14.3,17.9,16,286
1471,ford,pickuptruck_standard,2.7,6,AS6,gasoline,13.3,10.4,12.0,24,276
1472,ford,pickuptruck_standard,3.5,6,AS6,gasoline,14.2,10.4,12.5,23,288
1473,ford,pickuptruck_standard,3.5,6,A6,gasoline,13.9,10.5,12.4,23,285
1474,ford,pickuptruck_standard,3.5,6,A6,ethanol,18.9,14.2,16.8,17,269
1475,ford,pickuptruck_standard,5.0,8,AS6,gasoline,16.0,11.3,13.9,20,320
1476,ford,pickuptruck_standard,5.0,8,AS6,ethanol,21.7,15.1,18.7,15,299
1477,ford,subcompact,1.6,4,AS6,gasoline,8.7,6.4,7.6,37,175
1478,ford,subcompact,1.6,4,M5,gasoline,8.5,6.5,7.6,37,175
1479,ford,subcompact,1.0,3,M5,gasoline,7.5,5.5,6.6,43,152
1480,ford,subcompact,1.6,4,AS6,gasoline,8.4,6.2,7.4,38,170
1481,ford,subcompact,1.6,4,M6,gasoline,8.9,6.8,8.0,35,184
1482,ford,suv_standard,3.5,6,AS6,gasoline,13.3,9.5,11.6,24,267
1483,ford,suv_standard,3.5,6,AS6,gasoline,13.7,10.1,12.1,23,278
1484,ford,suv_standard,3.5,6,AS6,gasoline,14.6,10.4,12.8,22,294
1485,ford,compact,1.0,3,M6,gasoline,8.1,5.9,7.1,40,163
1486,ford,compact,2.0,4,M6,gasoline,10.2,7.3,8.9,32,205
1487,ford,compact,2.0,4,AM6,gasoline,8.9,6.2,7.7,37,177
1488,ford,compact,2.0,4,AM6,ethanol,11.9,8.5,10.4,27,166
1489,ford,compact,2.0,4,AS6,gasoline,9.1,6.3,7.8,36,179
1490,ford,compact,2.0,4,AS6,ethanol,12.2,8.6,10.6,27,170
1491,ford,compact,2.0,4,M5,gasoline,9.3,6.7,8.1,35,186
1492,ford,compact,2.0,4,M5,ethanol,12.4,9.1,10.9,26,174
1493,ford,mid_size,1.5,4,AS6,gasoline,9.9,6.5,8.4,34,193
1494,ford,mid_size,1.5,4,AS6,gasoline,9.4,6.3,8.0,35,184
1495,ford,mid_size,2.0,4,AS6,gasoline,10.5,7.0,8.9,32,205
1496,ford,mid_size,2.5,4,AS6,gasoline,10.6,7.0,8.9,32,205
1497,ford,mid_size,2.0,4,AS6,gasoline,10.8,7.5,9.3,30,214
1498,ford,mid_size,2.0,4,AV,gasoline,5.4,5.8,5.5,51,126
1499,ford,subcompact,2.3,4,AS6,gasoline,11.0,7.4,9.4,30,216
1500,ford,subcompact,2.3,4,M6,gasoline,10.6,7.5,9.2,31,212
1501,ford,subcompact,3.7,6,AS6,gasoline,12.6,8.5,10.7,26,246
1502,ford,subcompact,3.7,6,M6,gasoline,13.5,8.3,11.2,25,258
1503,ford,subcompact,5.0,8,AS6,gasoline,14.9,9.5,12.4,23,285
1504,ford,subcompact,5.0,8,M6,gasoline,15.2,9.3,12.5,23,288
1505,ford,subcompact,2.3,4,AS6,gasoline,11.6,7.9,9.9,29,228
1506,ford,subcompact,5.0,8,AS6,gasoline,15.4,10.0,13.0,22,299
1507,ford,van_passenger,3.5,6,AS6,gasoline,16.6,12.5,14.7,19,338
1508,ford,van_passenger,3.7,6,AS6,gasoline,16.6,12.6,14.8,19,340
1509,ford,van_passenger,3.7,6,AS6,ethanol,22.1,16.7,19.7,14,315
1510,ford,full_size,2.0,4,AS6,gasoline,10.5,7.4,9.1,31,209
1511,ford,full_size,3.5,6,AS6,gasoline,13.9,9.5,11.9,24,274
1512,ford,full_size,3.5,6,AS6,gasoline,12.2,8.2,10.4,27,239
1513,ford,full_size,3.5,6,AS6,ethanol,17.4,11.3,14.7,19,235
1514,ford,full_size,3.5,6,AS6,gasoline,13.0,9.1,11.3,25,260
1515,ford,full_size,3.5,6,AS6,ethanol,18.8,12.6,16.0,18,256
1516,ford,specialpurposevehicle,1.6,4,AS6,gasoline,10.6,7.9,9.4,30,216
1518,ford,specialpurposevehicle,2.5,4,AS6,gasoline,11.7,8.4,10.2,28,235
1519,ford,specialpurposevehicle,2.5,4,AS6,gasoline,12.0,8.5,10.4,27,239
1520,gmc,suv_standard,3.6,6,A6,gasoline,14.2,9.9,12.3,23,283
1521,gmc,suv_standard,3.6,6,A6,gasoline,14.6,10.2,12.6,22,290
1522,gmc,pickuptruck_small,2.5,4,A6,gasoline,11.9,8.8,10.5,27,242
1523,gmc,pickuptruck_small,2.5,4,M6,gasoline,12.2,9.1,10.8,26,248
1524,gmc,pickuptruck_small,3.6,6,A6,gasoline,13.0,9.2,11.3,25,260
1525,gmc,pickuptruck_small,2.5,4,A6,gasoline,12.7,9.5,11.3,25,260
1526,gmc,pickuptruck_small,3.6,6,A6,gasoline,13.5,9.8,11.8,24,271
1527,gmc,van_passenger,4.8,8,A6,gasoline,21.0,14.2,18.0,16,414
1528,gmc,van_passenger,6.0,8,A6,gasoline,22.0,14.9,18.8,15,432
1530,gmc,van_passenger,6.0,8,A6,ethanol,30.3,20.5,25.9,11,414
1531,gmc,van_passenger,4.8,8,A6,gasoline,21.3,14.3,18.1,16,416
1532,gmc,van_passenger,6.0,8,A6,gasoline,22.2,15.1,19.0,15,437
1534,gmc,van_passenger,6.0,8,A6,ethanol,30.6,20.6,26.1,11,418
1535,gmc,pickuptruck_standard,4.3,6,A6,gasoline,13.4,9.9,11.9,24,274
1536,gmc,pickuptruck_standard,4.3,6,A6,ethanol,19.3,14.3,17.1,17,274
1538,gmc,pickuptruck_standard,5.3,8,A6,ethanol,19.9,13.8,17.2,16,275
1539,gmc,pickuptruck_standard,6.2,8,A8,electricity,16.1,11.4,14.0,20,322
1540,gmc,pickuptruck_standard,4.3,6,A6,gasoline,14.1,10.6,12.5,23,288
1541,gmc,pickuptruck_standard,4.3,6,A6,ethanol,20.3,15.2,18.0,16,288
1542,gmc,pickuptruck_standard,5.3,8,A6,gasoline,14.9,10.7,13.0,22,299
1543,gmc,pickuptruck_standard,5.3,8,A6,ethanol,20.2,14.3,17.5,16,280
1544,gmc,pickuptruck_standard,6.2,8,A8,electricity,16.3,11.6,14.2,20,327
1547,gmc,suv_small,2.4,4,A6,ethanol,15.6,10.8,13.4,21,214
1548,gmc,suv_small,3.6,6,A6,gasoline,14.2,9.5,12.1,23,278
1551,gmc,suv_standard,5.3,8,A6,gasoline,14.9,10.1,12.7,22,292
1552,gmc,suv_standard,5.3,8,A6,ethanol,20.2,13.6,17.2,16,275
1553,gmc,suv_standard,5.3,8,A6,gasoline,15.1,10.4,13.0,22,299
1554,gmc,suv_standard,5.3,8,A6,ethanol,20.5,14.0,17.6,16,282
1555,gmc,suv_standard,6.2,8,A6,electricity,16.2,11.4,14.0,20,322
1556,gmc,suv_standard,6.2,8,A8,electricity,15.9,11.1,13.8,20,317
1559,gmc,suv_standard,5.3,8,A6,gasoline,15.4,10.8,13.3,21,306
1560,gmc,suv_standard,5.3,8,A6,ethanol,22.1,15.4,19.1,15,306
1561,gmc,suv_standard,6.2,8,A6,electricity,16.8,11.7,14.5,19,334
1562,gmc,suv_standard,6.2,8,A8,electricity,16.4,11.7,14.3,20,329
1563,honda,mid_size,2.4,4,AV,gasoline,8.8,6.5,7.8,36,179
1564,honda,mid_size,2.4,4,AV7,gasoline,9.0,6.7,8.0,35,184
1567,honda,mid_size,3.5,6,AS6,gasoline,11.4,7.3,9.5,30,219
1569,honda,mid_size,2.0,4,AV,gasoline,4.7,5.3,5.0,56,115
1570,honda,compact,1.8,4,AV,gasoline,7.9,6.1,7.1,40,163
1572,honda,compact,1.8,4,M5,gasoline,8.6,6.6,7.7,37,177
1573,honda,compact,2.4,4,M6,electricity,10.8,7.6,9.4,30,216
1574,honda,compact,1.5,4,AV,gasoline,5.3,5.0,5.2,54,120
1575,honda,suv_small,2.4,4,AV,gasoline,8.6,6.9,7.8,36,179
1576,honda,suv_small,2.4,4,AV,gasoline,9.1,7.2,8.3,34,191
1579,honda,stationwagon_small,1.5,4,AV,gasoline,7.0,5.7,6.4,44,147
1580,honda,stationwagon_small,1.5,4,AV7,gasoline,7.3,6.1,6.8,42,156
1581,honda,stationwagon_small,1.5,4,M6,gasoline,8.1,6.4,7.3,39,168
1583,honda,suv_small,3.5,6,A5,gasoline,13.3,9.3,11.5,25,264
1584,honda,suv_small,3.5,6,A5,gasoline,13.8,9.7,12.0,24,276
1585,hyundai,compact,1.6,4,AS6,gasoline,8.9,6.3,7.7,37,177
1586,hyundai,compact,1.6,4,M6,gasoline,8.7,6.3,7.6,37,175
1587,hyundai,mid_size,1.8,4,AS6,gasoline,8.5,6.3,7.5,38,172
1588,hyundai,mid_size,1.8,4,M6,gasoline,8.8,6.4,7.7,37,177
1589,hyundai,mid_size,2.0,4,AS6,gasoline,9.7,6.7,8.3,34,191
1591,hyundai,mid_size,2.0,4,AS6,gasoline,9.6,6.8,8.3,34,191
1592,hyundai,mid_size,2.0,4,M6,gasoline,9.7,6.7,8.3,34,191
1593,hyundai,mid_size,2.0,4,AS6,gasoline,9.7,7.2,8.6,33,198
1594,hyundai,mid_size,2.0,4,M6,gasoline,9.8,6.9,8.5,33,196
1595,hyundai,full_size,5.0,8,AS8,electricity,15.8,10.2,13.3,21,306
1596,hyundai,full_size,3.8,6,AS8,gasoline,14.4,9.4,12.1,23,278
1597,hyundai,full_size,5.0,8,AS8,electricity,17.3,10.5,14.2,20,327
1598,hyundai,subcompact,3.8,6,AS8,electricity,14.6,9.6,12.3,23,283
1599,hyundai,subcompact,3.8,6,M6,electricity,14.4,9.9,12.4,23,285
1600,hyundai,suv_small,3.3,6,AS6,gasoline,12.9,9.4,11.3,25,260
1601,hyundai,suv_small,3.3,6,AS6,gasoline,13.0,9.7,11.5,25,264
1602,hyundai,suv_small,2.4,4,AS6,gasoline,11.7,8.7,10.3,27,237
1603,hyundai,suv_small,2.0,4,AS6,gasoline,12.9,9.8,11.5,25,264
1604,hyundai,suv_small,2.4,4,AS6,gasoline,12.5,9.3,11.1,25,255
1605,hyundai,suv_small,3.3,6,AS6,gasoline,13.9,10.8,12.5,23,287
1606,hyundai,full_size,2.0,4,AS6,gasoline,10.4,7.4,9.1,31,209
1607,hyundai,full_size,2.4,4,AS6,gasoline,9.8,6.7,8.4,34,193
1611,hyundai,suv_small,2.0,4,AS6,gasoline,10.2,8.2,9.3,30,214
1612,hyundai,suv_small,2.0,4,M6,gasoline,11.4,8.5,10.1,28,232
1613,hyundai,suv_small,2.4,4,AS6,gasoline,11.3,8.3,10.0,28,230
1614,hyundai,suv_small,2.0,4,AS6,gasoline,11.4,9.3,10.4,27,239
1615,hyundai,suv_small,2.4,4,AS6,gasoline,11.6,9.3,10.6,27,244
1617,hyundai,compact,1.6,4,M6,gasoline,9.0,6.7,8.0,35,184
1618,hyundai,compact,1.6,4,AS6,gasoline,9.9,7.6,8.8,32,202
1619,hyundai,compact,1.6,4,M6,gasoline,9.7,7.0,8.5,33,196
1620,infiniti,mid_size,3.7,6,AS7,electricity,12.0,8.1,10.3,27,237
1621,infiniti,mid_size,3.7,6,AS7,electricity,12.5,8.7,10.8,26,248
1624,infiniti,subcompact,3.7,6,AS7,electricity,12.4,8.7,10.7,26,246
1625,infiniti,subcompact,3.7,6,M6,electricity,13.6,9.3,11.6,24,267
1626,infiniti,subcompact,3.7,6,AS7,electricity,13.3,9.4,11.5,25,264
1630,infiniti,mid_size,5.6,8,AS7,electricity,14.8,9.5,12.4,23,285
1632,infiniti,mid_size,5.6,8,AS7,electricity,15.0,10.2,12.9,22,297
1633,infiniti,mid_size,3.5,6,AS7,electricity,8.0,6.9,7.5,38,172
1634,infiniti,stationwagon_small,3.7,6,AS7,electricity,13.7,9.7,11.9,24,274
1635,infiniti,suv_small,3.5,6,AV7,electricity,11.4,8.5,10.1,28,232
1636,infiniti,suv_small,3.5,6,AV7,electricity,12.2,8.9,10.7,26,246
1637,infiniti,suv_standard,2.5,4,AV7,gasoline,8.9,8.4,8.7,32,200
1638,infiniti,suv_small,3.7,6,AS7,electricity,14.6,10.7,12.8,22,294
1639,infiniti,suv_standard,5.6,8,AS7,electricity,16.9,11.9,14.7,19,338
1647,jaguar,mid_size,3.0,6,AS8,electricity,13.9,8.8,11.6,24,267
1648,jaguar,mid_size,5.0,8,AS8,electricity,15.7,10.3,13.2,21,304
1654,jaguar,full_size,3.0,6,AS8,electricity,14.7,9.6,12.5,23,288
1659,jaguar,minicompact,5.0,8,AS6,electricity,15.9,10.9,13.6,21,313
1660,jaguar,minicompact,5.0,8,AS6,electricity,15.6,10.9,13.4,21,308
1665,jeep,suv_small,2.4,4,A9,ethanol,15.2,10.2,12.9,22,206
1666,jeep,suv_small,3.2,6,A9,gasoline,11.4,8.1,9.9,29,228
1669,jeep,suv_small,2.4,4,A9,ethanol,15.9,11.0,13.7,21,219
1670,jeep,suv_small,3.2,6,A9,gasoline,11.6,8.5,10.2,28,235
1672,jeep,suv_small,3.2,6,A9,gasoline,12.6,8.9,10.9,26,251
1674,jeep,suv_small,3.2,6,A9,gasoline,12.2,9.0,10.8,26,248
1676,jeep,suv_small,2.0,4,M5,gasoline,10.2,7.8,9.2,31,212
1677,jeep,suv_small,2.4,4,A6,gasoline,11.2,8.6,10.0,28,230
1678,jeep,suv_small,2.4,4,M5,gasoline,10.2,8.2,9.3,30,214
1680,jeep,suv_small,2.4,4,M5,gasoline,10.6,8.6,9.7,29,223
1685,jeep,suv_standard,5.7,8,A8,gasoline,17.3,11.5,14.7,19,338
1694,jeep,suv_small,1.4,4,M6,gasoline,9.9,7.5,8.8,32,202
1695,jeep,suv_small,2.4,4,A9,gasoline,10.8,7.7,9.4,30,216
1696,jeep,suv_small,2.4,4,A9,ethanol,14.2,9.9,12.2,23,195
1698,jeep,suv_small,2.4,4,A9,gasoline,11.2,8.0,9.8,29,225
1703,kia,full_size,3.3,6,AS6,gasoline,12.7,8.4,10.7,26,246
1704,kia,mid_size,1.8,4,AS6,gasoline,8.8,6.1,7.6,37,175
1705,kia,mid_size,1.8,4,M6,gasoline,9.3,6.3,7.9,36,182
1706,kia,mid_size,2.0,4,AS6,gasoline,9.7,6.7,8.3,34,191
1707,kia,mid_size,2.0,4,M6,gasoline,9.8,6.9,8.5,33,196
1708,kia,full_size,1.6,4,AS6,gasoline,11.1,8.0,9.7,29,223
1710,kia,full_size,2.0,4,AS6,gasoline,9.5,7.2,8.5,33,196
1711,kia,full_size,2.0,4,M6,gasoline,9.7,6.9,8.4,34,193
1712,kia,compact,1.6,4,AS6,gasoline,10.6,7.8,9.4,30,216
1714,kia,compact,2.0,4,AS6,gasoline,9.7,7.1,8.6,33,198
1715,kia,compact,2.0,4,M6,gasoline,10.0,7.4,8.8,32,202
1716,kia,full_size,3.8,6,AS8,gasoline,13.3,8.9,11.3,25,260
1717,kia,full_size,5.0,8,AS8,electricity,15.7,10.3,13.3,21,306
1718,kia,mid_size,2.0,4,AS6,gasoline,11.7,7.7,9.9,29,228
1719,kia,mid_size,2.4,4,AS6,gasoline,10.2,6.9,8.7,32,200
1720,kia,mid_size,2.4,4,AS6,gasoline,6.6,5.9,6.3,45,145
1721,kia,mid_size,2.4,4,AS6,gasoline,6.7,6.1,6.4,44,147
1722,kia,compact,1.6,4,AS6,gasoline,8.8,6.3,7.7,37,177
1724,kia,compact,1.6,4,AS6,gasoline,8.5,6.3,7.6,37,175
1725,kia,stationwagon_mid_size,2.0,4,AS6,gasoline,10.6,7.6,9.3,30,214
1727,kia,minivan,3.3,6,AS6,gasoline,13.2,9.7,11.6,24,267
1728,kia,minivan,3.3,6,AS6,gasoline,12.9,9.5,11.4,25,262
1729,kia,minivan,3.3,6,AS6,gasoline,14.2,10.5,12.5,23,288
1730,kia,suv_small,2.4,4,AS6,gasoline,11.8,8.7,10.4,27,239
1731,kia,suv_small,3.3,6,AS6,gasoline,12.7,9.0,11.1,25,255
1732,kia,suv_small,2.4,4,AS6,gasoline,12.2,9.4,10.9,26,251
1733,kia,suv_small,3.3,6,AS6,gasoline,13.4,10.0,11.8,24,271
1734,kia,stationwagon_small,1.6,4,AS6,gasoline,9.8,7.8,8.9,32,205
1736,kia,stationwagon_small,2.0,4,AS6,gasoline,10.1,7.7,9.0,31,207
1737,kia,stationwagon_small,2.0,4,AS6,gasoline,9.7,7.7,8.8,32,202
1738,kia,suv_small,2.4,4,AS6,gasoline,11.4,8.3,10.0,28,230
1739,kia,suv_small,2.4,4,M6,gasoline,12.9,9.2,11.3,25,260
1740,kia,suv_small,2.0,4,AS6,gasoline,12.6,9.7,11.3,25,260
1741,kia,suv_small,2.4,4,AS6,gasoline,12.0,9.1,10.7,26,246
1742,lamborghini,two_seater,6.5,12,AM7,electricity,22.2,12.7,17.9,16,412
1743,lamborghini,two_seater,6.5,12,AM7,electricity,24.0,14.5,19.7,14,453
1744,lamborghini,two_seater,5.2,10,AM7,electricity,16.8,11.7,14.5,19,334
1745,lamborghini,two_seater,6.5,12,AM7,electricity,22.1,13.9,18.4,15,423
1747,land_rover,suv_standard,3.0,6,AS8,electricity,16.2,12.1,14.3,20,329
1748,land_rover,suv_standard,3.0,6,AS8,electricity,13.9,10.4,12.3,23,283
1753,land_rover,suv_small,2.0,4,AS9,electricity,11.3,7.9,9.7,29,223
1755,land_rover,suv_standard,3.0,6,AS8,electricity,14.0,10.5,12.4,23,285
1758,lexus,compact,1.8,4,AV,gasoline,5.5,5.9,5.7,50,131
1759,lexus,mid_size,2.5,4,AV6,gasoline,5.8,6.1,5.9,48,136
1760,lexus,mid_size,3.5,6,AS6,gasoline,11.3,7.5,9.6,29,221
1761,lexus,mid_size,3.5,6,AS8,electricity,12.3,8.5,10.6,27,244
1762,lexus,mid_size,3.5,6,AS6,electricity,12.6,9.1,11.0,26,253
1763,lexus,mid_size,3.5,6,AV8,electricity,8.0,6.9,7.5,38,172
1764,lexus,suv_standard,4.6,8,AS6,electricity,15.7,11.7,13.9,20,320
1765,lexus,compact,2.5,6,AS6,electricity,11.1,7.8,9.6,29,221
1767,lexus,subcompact,2.5,6,AS6,electricity,11.2,7.8,9.6,29,221
1768,lexus,compact,3.5,6,AS8,electricity,12.3,8.5,10.6,27,244
1769,lexus,compact,3.5,6,AS6,electricity,12.6,9.1,11.0,26,253
1770,lexus,subcompact,3.5,6,AS6,electricity,12.2,8.7,10.6,27,244
1771,lexus,mid_size,4.6,8,AS8,electricity,14.4,9.6,12.3,23,283
1772,lexus,mid_size,4.6,8,AS8,electricity,15.2,10.2,12.9,22,297
1774,lexus,mid_size,5.0,8,AV8,electricity,12.7,10.1,11.5,25,264
1775,lexus,suv_standard,5.7,8,AS6,electricity,19.0,13.6,16.6,17,382
1776,lexus,suv_small,2.0,4,AS6,electricity,10.6,8.4,9.6,29,221
1777,lexus,suv_small,2.0,4,AS6,electricity,10.8,8.8,9.9,29,228
1778,lexus,suv_small,2.5,4,AV6,gasoline,7.1,7.7,7.4,38,170
1779,lexus,subcompact,3.5,6,AS8,electricity,12.3,8.5,10.6,27,244
1780,lexus,subcompact,3.5,6,AS6,electricity,12.6,9.1,11.0,26,253
1781,lexus,subcompact,5.0,8,AS8,electricity,15.2,9.5,12.6,22,290
1784,lexus,suv_small,3.5,6,AV6,electricity,8.0,8.5,8.2,34,189
1785,lincoln,suv_small,2.0,4,AS6,gasoline,12.4,9.0,10.9,26,251
1786,lincoln,suv_small,2.3,4,AS6,gasoline,12.9,9.2,11.2,25,258
1787,lincoln,full_size,3.5,6,AS6,gasoline,13.9,9.5,11.9,24,274
1788,lincoln,full_size,3.7,6,AS6,gasoline,13.1,9.0,11.2,25,258
1789,lincoln,suv_standard,3.5,6,AS6,gasoline,14.6,10.4,12.8,22,294
1790,lincoln,specialpurposevehicle,2.0,4,AS6,gasoline,11.5,8.4,10.1,28,232
1791,lincoln,specialpurposevehicle,3.7,6,A6,gasoline,14.1,10.0,12.2,23,281
1792,lincoln,suv_small,3.7,6,AS6,gasoline,13.7,10.3,12.1,23,278
1793,lincoln,mid_size,2.0,4,AS6,gasoline,10.5,7.0,8.9,32,205
1794,lincoln,mid_size,3.7,6,AS6,gasoline,13.1,9.2,11.3,25,260
1795,lincoln,mid_size,2.0,4,AV,gasoline,5.7,6.0,5.8,49,133
1796,lincoln,suv_standard,3.5,6,AS6,gasoline,16.2,11.8,14.2,20,327
1797,lincoln,suv_standard,3.5,6,AS6,gasoline,16.1,12.3,14.4,20,331
1799,maserati,mid_size,3.0,6,AS8,electricity,15.6,9.5,12.8,22,294
1801,maserati,subcompact,4.7,8,AS6,electricity,18.2,11.6,15.2,19,350
1802,maserati,full_size,3.8,8,AS8,electricity,17.5,10.7,14.5,19,334
1803,maserati,full_size,3.0,6,AS8,electricity,15.7,9.7,13.0,22,299
1808,mazda,suv_small,2.5,4,AS6,gasoline,9.9,7.9,9.0,31,207
1810,mazda,suv_small,3.7,6,AS6,gasoline,14.3,10.6,12.7,22,292
1814,mazda,compact,2.5,4,AS6,gasoline,8.2,5.9,7.2,39,166
1815,mazda,compact,2.5,4,M6,gasoline,9.3,6.4,8.0,35,184
1816,mazda,mid_size,2.0,4,AS6,gasoline,8.0,5.9,7.0,40,161
1817,mazda,mid_size,2.0,4,M6,gasoline,8.2,5.9,7.1,40,163
1819,mazda,mid_size,2.5,4,AS6,gasoline,8.2,6.0,7.2,39,166
1820,mazda,mid_size,2.5,4,M6,gasoline,9.2,6.6,8.1,35,186
1821,mazda,minivan,2.5,4,AS5,gasoline,10.7,8.2,9.6,29,221
1823,mazda,mid_size,2.5,4,AS6,gasoline,8.8,6.1,7.6,37,175
1826,mazda,two_seater,2.0,4,AS6,electricity,11.5,8.5,10.1,28,232
1830,mercedes_benz,stationwagon_small,2.0,4,AS7,electricity,10.0,7.5,8.9,32,205
1831,mercedes_benz,subcompact,1.8,4,AS7,electricity,10.9,7.5,9.4,30,216
1832,mercedes_benz,compact,2.0,4,AS7,electricity,10.1,7.8,9.0,31,207
1835,mercedes_benz,compact,3.0,6,AS7,electricity,11.1,8.4,9.9,29,228
1836,mercedes_benz,subcompact,6.2,8,AS7,electricity,17.9,12.3,15.4,18,354
1837,mercedes_benz,subcompact,2.0,4,AS7,electricity,9.4,6.4,8.1,35,186
